report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| ('Porsche Cayman S (981)', 'Blyton Park Outer Circuit')                                                |       1 |  71.7    |  71.7  |  71.7  |
| ('Porsche Cayman S (987)', 'Contidrom (3.3 Km)')                                                       |       1 |  97.55   |  97.55 |  97.55 |
| ('Porsche Cayman S (987)', 'Croft')                                                                    |       1 | 101.4    | 101.4  | 101.4  |
| ('Porsche Cayman S (987)', 'Gingerman Raceway')                                                        |       1 |  99.65   |  99.65 |  99.65 |
| ('Porsche Cayman S (987)', 'Gotland Ring (Northern Loop)')                                             |       1 |  96.8    |  96.8  |  96.8  |
| ('Porsche Cayman S (987)', 'Inta')                                                                     |       1 |  72.02   |  72.02 |  72.02 |
| ('Porsche Cayman S (987)', 'Laguna Seca (Post 1988)')                                                  |       1 | 107.58   | 107.58 | 107.58 |
| ('Porsche Cayman S (987)', 'Laquais')                                                                  |       1 |  76      |  76    |  76    |
| ('Porsche Cayman S (987)', 'Motovision Handling Course')                                               |       1 |  19.73   |  19.73 |  19.73 |
| ('Porsche Cayman S (981)', 'Willow Springs - Streets Of Willow')                                       |       1 |  87      |  87    |  87    |
| ('Porsche Cayman S (981)', 'Virginia International Raceway Grand East Course (Post 01/2014)')          |       1 | 182.6    | 182.6  | 182.6  |
| ('Porsche Cayman S (981)', 'Tsukuba')                                                                  |       1 |  66.01   |  66.01 |  66.01 |
| ('Porsche Cayman S (981)', 'Toronto Motorsports Park')                                                 |       1 |  81.29   |  81.29 |  81.29 |
| ('Porsche Cayman S (981)', 'Charade')                                                                  |       1 | 135.8    | 135.8  | 135.8  |
| ('Porsche Cayman S (981)', 'Contidrom (3.3 Km)')                                                       |       1 |  94.23   |  94.23 |  94.23 |
| ('Porsche Cayman S (981)', 'Contidrom (3.8 Km)')                                                       |       1 |  94.23   |  94.23 |  94.23 |
| ('Porsche Cayman S (981)', 'Gotland Ring (Gp Track)')                                                  |       1 | 204.39   | 204.39 | 204.39 |
| ('Porsche Cayman S (981)', 'Gunsai')                                                                   |       1 |  26.9    |  26.9  |  26.9  |
| ('Porsche Cayman S (981)', 'Hockenheim Short')                                                         |       1 |  72.8    |  72.8  |  72.8  |
| ('Porsche Cayman S (981)', 'Laguna Seca (Post 1988)')                                                  |       1 | 101.26   | 101.26 | 101.26 |
| ('Porsche Cayman S (981)', 'Le Mans (Bugatti)')                                                        |       1 | 116.44   | 116.44 | 116.44 |
| ('Porsche Cayman S (981)', 'Lime Rock Park')                                                           |       1 |  61.53   |  61.53 |  61.53 |
| ('Porsche Cayman S (981)', 'Madras Motor Race Track')                                                  |       1 | 118.7    | 118.7  | 118.7  |
| ('Porsche Cayman S (981)', 'Mireval')                                                                  |       1 |  95.93   |  95.93 |  95.93 |
| ('Porsche Cayman S (981)', 'Motortrend Figure-8')                                                      |       1 |  24.1    |  24.1  |  24.1  |
| ('Porsche Cayman S (981)', 'Motown Mile')                                                              |       1 |  56.73   |  56.73 |  56.73 |
| ('Porsche Cayman S (981)', 'Nürburgring Nordschleife')                                                 |       1 | 475      | 475    | 475    |
| ('Porsche Cayman S (981)', 'Ring Knutstrop (Conf 2)')                                                  |       1 |  72.7    |  72.7  |  72.7  |
| ('Porsche Cayman S (981)', 'Smolensk Ring')                                                            |       1 | 105.29   | 105.29 | 105.29 |
| ('Porsche Cayman S (981)', 'Snetterton 300')                                                           |       1 | 136.7    | 136.7  | 136.7  |
| ('Porsche Panamera Turbo S', 'Virginia International Raceway Grand East Course (Pre 01/2014)')         |       1 | 180.7    | 180.7  | 180.7  |
| ('Porsche Panamera Turbo S ', 'Eurospeedway Lausitz')                                                  |       1 |  94.37   |  94.37 |  94.37 |
| ('Porsche 911 Turbo S (992)', 'Inta')                                                                  |       1 |  67.27   |  67.27 |  67.27 |
| ('Range Rover Sport SVR', 'Anneau Du Rhin Short')                                                      |       1 |  67.7    |  67.7  |  67.7  |
| ('Radical SR8 RX', 'Nürburgring Nordschleife')                                                         |       1 | 405.5    | 405.5  | 405.5  |
| ('Radical SR8LM', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                                |       1 |  73.6    |  73.6  |  73.6  |
| ('Radical SR8LM', 'Nürburgring Nordschleife')                                                          |       1 | 408      | 408    | 408    |
| ('Radical SR8LM', 'Spa Francorchamps')                                                                 |       1 | 136      | 136    | 136    |
| ('Ram 1500 TRX', 'Lime Rock Park With Uphill Chicane')                                                 |       1 |  76.78   |  76.78 |  76.78 |
| ('Ram 1500 TRX', 'Winterfahrtraining.At Eishandlingkurs')                                              |       1 |  67.21   |  67.21 |  67.21 |
| ('Range Rover P400 LWB', 'Buddh International Circuit Autox')                                          |       1 |  76.6    |  76.6  |  76.6  |
| ('Range Rover Sport', 'Mnevniki Airfield')                                                             |       1 |  81.01   |  81.01 |  81.01 |
| ('Range Rover Sport SVR', 'Croft')                                                                     |       1 | 103.5    | 103.5  | 103.5  |
| ('Radical SR8 RX', 'Le Mans (Bugatti)')                                                                |       1 |  98.48   |  98.48 |  98.48 |
| ('Range Rover Sport SVR', 'Mortefontaine')                                                             |       1 | 100.73   | 100.73 | 100.73 |
| ('Range Rover Sport SVR', 'Ring Knutstrop (Conf 2)')                                                   |       1 |  77      |  77    |  77    |
| ('Range Rover Sport SVR', 'Willow Springs')                                                            |       1 |  98.78   |  98.78 |  98.78 |
| ('Range Rover Sport V8 SC', 'Wakefield Park')                                                          |       1 |  74.9    |  74.9  |  74.9  |
| ('Range Rover Velar D300', 'Modena Autodrome')                                                         |       1 |  73.9    |  73.9  |  73.9  |
| ('Range Rover Velar SI6', 'Area 27')                                                                   |       1 | 182      | 182    | 182    |
| ('Rebellion R-One AER', 'Aragon Motogp')                                                               |       1 |  81      |  81    |  81    |
| ('Rebellion R-One AER', 'Bahrain International Circuit')                                               |       1 | 105.93   | 105.93 | 105.93 |
| ('Radical SR8 RX', 'Mugello')                                                                          |       1 | 107.56   | 107.56 | 107.56 |
| ('Radical SR8 RX', 'Dijon-Prenois')                                                                    |       1 |  75.71   |  75.71 |  75.71 |
| ('Porsche Panamera Turbo S ', 'Nürburgring Nordschleife')                                              |       1 | 445.04   | 445.04 | 445.04 |
| ('Radical SR3 SL (road-legal)', 'Ams Driving Center Gross Dolln')                                      |       1 |  81.64   |  81.64 |  81.64 |
| ('Radical SR3 RS', 'Le Mans (Bugatti)')                                                                |       1 | 104.53   | 104.53 | 104.53 |
| ('Radical SR3 RS', 'Spa Francorchamps')                                                                |       1 | 145      | 145    | 145    |
| ('Radical SR3 RS', 'Wakefield Park')                                                                   |       1 |  58.2    |  58.2  |  58.2  |
| ('Radical SR3 SL', 'Autocar Dry Handling Track')                                                       |       1 |  68      |  68    |  68    |
| ('Radical SR3 SL', 'Bilster Berg')                                                                     |       1 | 113.81   | 113.81 | 113.81 |
| ('Radical SR3 SL', 'Circuit De Nevers Magny-Cours Club')                                               |       1 |  76.4    |  76.4  |  76.4  |
| ('Radical SR3 SL', 'Le Mans (Bugatti)')                                                                |       1 | 105.26   | 105.26 | 105.26 |
| ('Radical SR3 SL', 'Mendig Afb Circuit')                                                               |       1 | 112.41   | 112.41 | 112.41 |
| ('Radical SR3 SL (road-legal)', 'Bilster Berg')                                                        |       1 | 104.7    | 104.7  | 104.7  |
| ('Radical SR8 RX', 'Circuit De Nevers Magny-Cours Gp')                                                 |       1 | 103.4    | 103.4  | 103.4  |
| ('Radical SR3 SL (road-legal)', 'Hockenheim Short')                                                    |       1 |  68.1    |  68.1  |  68.1  |
| ('Radical SR3 SL (road-legal)', 'Le Mans (Bugatti)')                                                   |       1 | 105.26   | 105.26 | 105.26 |
| ('Radical SR3 SL (road-legal)', 'Vairano Handling Course')                                             |       1 |  72.98   |  72.98 |  72.98 |
| ('Radical SR3 Turbo', 'Bedford Autodrome West Circuit (Pre 2004)')                                     |       1 |  67.29   |  67.29 |  67.29 |
| ('Radical SR3 Turbo', 'Nürburgring Nordschleife')                                                      |       1 | 439      | 439    | 439    |
